Id1;Act1A1;Act1A2;Act2A1;Act2A2;ReasA1;ReasA2;REA1;REA2;NumTA1;NumTA2;T1A1;T1A2;T1SA1;T1SA2;T1TA1;T1TA2;T1TyA1;T1TyA2;T1SubjA1;T1SubjA2;T2A1;T2A2;T2SA1;T2SA2;T2TA1;T2TA2;T2TyA1;T2TyA2;T2SubjA1;T2SubjA2;T3A1;T3A2;T3SA1;T3SA2;T3TA1;T3TA2;T3TyA1;T3TyA2;T3SubjA1;T3SubjA2
180669;request;request;{};{};administrative procedure;internal collaboration;immediate reply;immediate reply;1;1;review first draft;review confirms for repay;1;3;4;3;informational;procedural;information;collaboration;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
173708;request;propose;{};{};external collaboration;administrative procedure;{};accountable non-answer;0;1;{};have a conference call next week.;;2;;2;;procedural;{};meeting;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
77834;request;deliver;amend;{};administrative procedure;travel planning;postponed reply;postponed reply;2;0;meeting;{};3;;4;;procedural;;meeting;{};amending plan;{};2;;3;;informational;;reservation;{};{};{};;;;;;;{};{}
141517;remind;deliver;{};{};administrative procedure;internal collaboration;{};accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
180661;request;request;{};{};internal collaboration;{};accountable non-answer;{};1;1;email or fax final confirms.;email or fax the confirms;1;1;2;1;physical;physical;information;product;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
77830;deliver;deliver;{};{};internal collaboration;internal collaboration;accountable non-answer;postponed reply;0;1;{};contact me at requested method;;1;;3;;physical;{};service;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
260061;request;request;{};{};administrative procedure;internal collaboration;immediate reply;immediate reply;1;1;provide the trade date;confirm trade date;2;2;4;4;informational;informational;{};information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
41448;remind;deliver;{};{};internal collaboration;external collaboration;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
338077;deliver;commit;{};{};administrative procedure;internal collaboration;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};;;;;;;;;;
41348;request;request;{};{};internal collaboration;administrative procedure;immediate reply;immediate reply;2;1;tell what the timing for new info is;setting up a meeting;1;3;3;3;informational;procedural;information;meeting;are they setting up a meeting?;{};1;;3;;informational;;meeting;{};{};{};;;;;;;{};{}
105439;commit;remind;{};{};logistic arrangements;administrative procedure;immediate reply;{};1;1;read the email;disribution;1;1;1;1;informational;informational;information;information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
9394;request;deliver;{};{};travel planning;personal;immediate reply;accountable non-answer;1;0;approve vacation time;{};1;;3;;procedural;;acknowledgement;{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
306098;deliver;amend;{};amend;internal collaboration;legal procedure;ignore;immediate reply;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
337604;deliver;deliver;{};{};internal collaboration;internal collaboration;postponed reply;accountable non-answer;0;1;{};sender sold something related to deal 157042;;2;;2;;procedural;{};information;{};{};;;;;;;{};{};;;;;;;;;;
174882;remind;deliver;request;{};administrative procedure;internal collaboration;immediate reply;accountable non-answer;1;0;{};{};4;;4;;informational;;service;{};{};{};;;;;;;{};{};;;;;;;;;;
305116;deliver;deliver;{};greet;personal;travel planning;accountable non-answer;ignore;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
181789;amend;propose;{};{};administrative procedure;administrative procedure;postponed reply;accountable non-answer;1;1;book conference room nearby (same elevator bank)or opt for my office for the meeting.;go to the meeting;3;4;4;4;procedural;physical;reservation;product;{};{};3;;4;;;;{};{};{};{};;;;;;;{};{}
8348;deliver;deliver;{};{};travel planning;personal;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
153324;greet;deliver;deliver;{};internal collaboration;internal collaboration;accountable non-answer;ignore;0;1;{};receive weather information;;1;;1;;informational;{};announcement;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
153325;deliver;deliver;greet;{};internal collaboration;other;postponed reply;ignore;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
9330;deliver;deliver;{};remind;internal collaboration;internal collaboration;accountable non-answer;accountable non-answer;0;2;{};identify each counterparty that should be restricted;;1;;4;;informational;{};information;{};modify the spreadsheet;;1;;4;;informational;{};information;{};{};;;;;;;{};{}
41821;remind;deliver;{};{};internal collaboration;internal collaboration;postponed reply;accountable non-answer;1;0;giving information;{};3;;3;;informational;;announcement;{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
174961;deliver;deliver;{};{};other;legal procedure;ignore;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};;;;;;;;;;
140022;propose;deliver;{};{};administrative procedure;internal collaboration;immediate reply;ignore;1;0;schedule presentation discussion;{};1;;2;;informational;;reservation;{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
104213;deliver;remind;{};{};administrative procedure;internal collaboration;accountable non-answer;postponed reply;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
174964;deliver;commit;{};propose;internal collaboration;internal collaboration;{};immediate reply;1;1;inform of timeline;to review the matter of the prepared materials;1;1;3;4;informational;procedural;{};collaboration;{};{};;;;;;;{};{};;;;;;;;;;
40987;greet;greet;{};{};internal collaboration;internal collaboration;ignore;immediate reply;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
32764;deliver;deliver;greet;{};internal collaboration;internal collaboration;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
105861;commit;propose;{};deliver;internal collaboration;logistic arrangements;accountable non-answer;accountable non-answer;1;0;look at what needs to be inserted;{};1;;1;;informational;;information;{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
181542;remind;deliver;{};{};administrative procedure;internal collaboration;immediate reply;postponed reply;1;0;reply to the message;{};1;;1;;informational;;collaboration;{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
182198;propose;deliver;{};{};personal;personal;immediate reply;immediate reply;1;1;respond whether or not they want the tickets;let me know if you are interested in tickets;1;1;2;4;physical;informational;product;event;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
32878;deliver;request;{};{};administrative procedure;external collaboration;accountable non-answer;immediate reply;0;1;{};the sender informs about what they have reviewed and want to know if their are any questions regarding the said draft;;3;;3;;procedural;{};information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
211225;deliver;request;{};{};internal collaboration;administrative procedure;accountable non-answer;immediate reply;0;1;{};financial for gas emergency security filing;;3;;4;;informational;{};service;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
338341;deliver;deliver;request;{};internal collaboration;internal collaboration;postponed reply;accountable non-answer;1;0;report changes;{};2;;2;;informational;;collaboration;{};{};{};;;;;;;{};{};;;;;;;;;;
249501;request;request;{};{};external collaboration;administrative procedure;postponed reply;postponed reply;1;1;see enclosed draft offer opinion;1;1;3;2;3;informational;informational;collaboration;instructions;{};{};;;;;;;{};{};;;;;;;;;;
33182;request;request;{};{};administrative procedure;personal;immediate reply;immediate reply;1;1;respond to my request for lunch;sender complains recipient has ignored 5 invitations for lunch;4;3;4;3;procedural;physical;meeting;acknowledgement;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
259905;deliver;request;{};propose;internal collaboration;administrative procedure;accountable non-answer;accountable non-answer;0;3;{};meeting supposed to take place at a certain location then the spatial sensitivity is very high;;;;;;;;;;;;;;;;;;;;;;;;;;;;
338340;request;request;deliver;request;internal collaboration;internal collaboration;immediate reply;immediate reply;1;2;confirm info;take all of this gas into cng;2;4;2;4;informational;procedural;information;instructions;{};sure the interconnect with cgas is setup;;3;;4;;procedural;{};instructions;;;;;;;;;;
210255;deliver;deliver;{};{};other;internal collaboration;accountable non-answer;ignore;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
383924;deliver;request;refuse;request;personal;personal;accountable non-answer;immediate reply;0;1;{};{};;1;;1;;physical;{};other;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
210706;greet;propose;{};{};internal collaboration;other;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
41333;propose;commit;{};{};administrative procedure;administrative procedure;immediate reply;accountable non-answer;1;1;i would like to have a meeting to review pros and cons in relation to the	procedure;conducting meeting;1;4;1;4;procedural;procedural;meeting;meeting;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
321267;deliver;commit;{};{};internal collaboration;administrative procedure;accountable non-answer;immediate reply;1;1;sending report for vince;cera report;1;1;3;3;informational;procedural;information;other;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
71280;request;request;{};propose;internal collaboration;internal collaboration;immediate reply;immediate reply;1;1;to discuss nng s  from a strategic perspective on a very confidential basis;discuss nng's major customers from a strategic prospective.;4;1;4;4;procedural;physical;meeting;meeting;{};{};;;;;;;{};{};;;;;;;;;;
321262;commit;propose;{};propose;employment arrangements;external collaboration;postponed reply;immediate reply;1;2;about christian joining the research group;about christian expressed interest in joining the research group;3;3;3;3;procedural;informational;decision;meeting;{};about christian expressed interest in joining the research group;;3;;3;;informational;{};meeting;{};{};;;;;;;{};{}
33356;deliver;deliver;{};{};other;internal collaboration;accountable non-answer;ignore;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
383733;remind;propose;{};{};personal;personal;ignore;accountable non-answer;0;1;{};go to happy hour;;4;;3;;physical;{};meeting;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
321106;deliver;remind;{};{};internal collaboration;internal collaboration;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
104969;remind;propose;{};{};internal collaboration;internal collaboration;immediate reply;{};0;1;{};get database open to the world.;;3;;;;informational;{};information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
384151;request;request;{};{};external collaboration;internal collaboration;accountable non-answer;accountable non-answer;1;1;take a poll on webite;answer new poll on website.;2;1;2;2;informational;informational;information;information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
321102;commit;commit;{};greet;personal;external collaboration;ignore;immediate reply;0;2;{};son can help build computer;;1;;1;;physical;{};collaboration;{};go to a meeting;;2;;3;;physical;{};meeting;{};{};;;;;;;{};{}
321269;propose;request;amend;{};internal collaboration;administrative procedure;accountable non-answer;immediate reply;1;1;call paul and discuss;let s call paul. i want to discuss this with him.;1;1;3;3;informational;procedural;collaboration;decision;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
323978;commit;deliver;{};{};administrative procedure;administrative procedure;accountable non-answer;postponed reply;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
9029;request;request;{};{};internal collaboration;internal collaboration;postponed reply;immediate reply;1;1;provide answer 'where can i see products?';where do i get these products;1;1;3;3;informational;informational;product;information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
200961;deliver;greet;deliver;request;other;personal;postponed reply;accountable non-answer;1;1;respond to the email if you get back;if back in time send email;1;1;;2;informational;informational;other;collaboration;;;;;;;;;;;;;;;;;;;;
77400;deliver;deliver;{};{};external collaboration;personal;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
69688;propose;request;request;{};external collaboration;internal collaboration;immediate reply;immediate reply;1;1;{};please give me a call to compare notes.;3;1;3;3;physical;procedural;decision;information;{};{};;;;;;;{};{};;;;;;;;;;
384376;remind;deliver;{};{};personal;{};accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
49419;request;request;{};{};internal collaboration;internal collaboration;accountable non-answer;accountable non-answer;1;1;send the overview to alan.;send alan the update;2;1;2;4;informational;physical;service;information;{};{};;;;;;;{};{};;;;;;;;;;
41475;request;request;{};{};internal collaboration;internal collaboration;accountable non-answer;accountable non-answer;1;1;work on bullet designs;work on the bullets from the group;3;2;3;3;physical;informational;collaboration;information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
77408;deliver;remind;{};propose;logistic arrangements;internal collaboration;accountable non-answer;postponed reply;1;2;ask pavel for help;system development decision;2;4;2;3;physical;procedural;service;decision;{};resource allocation and hiring;;3;;3;;procedural;{};decision;{};{};;;;;;;{};{}
384224;request;request;{};{};travel planning;personal;immediate reply;immediate reply;2;1;make a decision whether to go or not;let her know about the game;3;4;3;4;informational;informational;decision;information;response;{};3;;3;;informational;;information;{};{};{};;;;;;;{};{}
1993;deliver;deliver;deliver;{};internal collaboration;internal collaboration;postponed reply;postponed reply;0;1;{};we should go back to the bigger model;;1;;1;;informational;{};decision;{};{};;;;;;;{};{};;;;;;;;;;
1992;greet;deliver;{};{};internal collaboration;internal collaboration;ignore;accountable non-answer;0;1;{};begin here and do more later;;1;;3;;informational;{};decision;{};{};;;;;;;{};{};;;;;;;;;;
1994;propose;propose;{};{};internal collaboration;administrative procedure;immediate reply;postponed reply;1;1;request scheduling meeting;commit to meeting;2;4;3;2;informational;procedural;information;meeting;{};{};;;;;;;{};{};;;;;;;;;;
104241;greet;greet;{};{};personal;other;ignore;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
